PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,89,1,O,30,6,1971,3,O,456,.,.,.,1
SA,5,f,90,1,O,30,6,1971,3,O,326,.,.,.,1
SA,5,f,91,1,O,30,6,1971,3,O,264,.,.,.,1
SA,5,f,92,1,O,30,6,1971,3,O,199,.,.,.,1
SA,5,f,93,1,O,30,6,1971,3,O,130,.,.,.,1
SA,5,f,94,1,O,30,6,1971,3,O,93,.,.,.,1
SA,5,f,95,1,O,30,6,1971,3,O,77,.,.,.,1
SA,5,f,96,1,O,30,6,1971,3,O,38,.,.,.,1
SA,5,f,97,1,O,30,6,1971,3,O,34,.,.,.,1
SA,5,f,98,1,O,30,6,1971,3,O,28,.,.,.,1
SA,5,f,99,1,O,30,6,1971,3,O,16,.,.,.,1
SA,5,f,100,+,O,30,6,1971,3,O,14,.,.,.,1
SA,5,f,0,1,O,30,6,1972,3,O,10735,.,.,.,1
SA,5,f,1,1,O,30,6,1972,3,O,10833,.,.,.,1
SA,5,f,2,1,O,30,6,1972,3,O,10903,.,.,.,1
SA,5,f,3,1,O,30,6,1972,3,O,11023,.,.,.,1
SA,5,f,4,1,O,30,6,1972,3,O,10685,.,.,.,1
SA,5,f,5,1,O,30,6,1972,3,O,10427,.,.,.,1
SA,5,f,6,1,O,30,6,1972,3,O,10751,.,.,.,1
SA,5,f,7,1,O,30,6,1972,3,O,10768,.,.,.,1
SA,5,f,8,1,O,30,6,1972,3,O,11287,.,.,.,1
SA,5,f,9,1,O,30,6,1972,3,O,11645,.,.,.,1
SA,5,f,10,1,O,30,6,1972,3,O,11879,.,.,.,1
SA,5,f,11,1,O,30,6,1972,3,O,12247,.,.,.,1
SA,5,f,12,1,O,30,6,1972,3,O,12014,.,.,.,1
SA,5,f,13,1,O,30,6,1972,3,O,11959,.,.,.,1
SA,5,f,14,1,O,30,6,1972,3,O,11531,.,.,.,1
SA,5,f,15,1,O,30,6,1972,3,O,11458,.,.,.,1
SA,5,f,16,1,O,30,6,1972,3,O,11106,.,.,.,1
SA,5,f,17,1,O,30,6,1972,3,O,10788,.,.,.,1
SA,5,f,18,1,O,30,6,1972,3,O,10701,.,.,.,1
SA,5,f,19,1,O,30,6,1972,3,O,10769,.,.,.,1
SA,5,f,20,1,O,30,6,1972,3,O,10263,.,.,.,1
SA,5,f,21,1,O,30,6,1972,3,O,10149,.,.,.,1
SA,5,f,22,1,O,30,6,1972,3,O,10009,.,.,.,1
SA,5,f,23,1,O,30,6,1972,3,O,9845,.,.,.,1
SA,5,f,24,1,O,30,6,1972,3,O,9994,.,.,.,1
SA,5,f,25,1,O,30,6,1972,3,O,10987,.,.,.,1
SA,5,f,26,1,O,30,6,1972,3,O,8685,.,.,.,1
SA,5,f,27,1,O,30,6,1972,3,O,8708,.,.,.,1
SA,5,f,28,1,O,30,6,1972,3,O,8215,.,.,.,1
SA,5,f,29,1,O,30,6,1972,3,O,7692,.,.,.,1
SA,5,f,30,1,O,30,6,1972,3,O,7424,.,.,.,1
SA,5,f,31,1,O,30,6,1972,3,O,7171,.,.,.,1
SA,5,f,32,1,O,30,6,1972,3,O,7128,.,.,.,1
SA,5,f,33,1,O,30,6,1972,3,O,7179,.,.,.,1
SA,5,f,34,1,O,30,6,1972,3,O,6867,.,.,.,1
SA,5,f,35,1,O,30,6,1972,3,O,6932,.,.,.,1
SA,5,f,36,1,O,30,6,1972,3,O,6852,.,.,.,1
SA,5,f,37,1,O,30,6,1972,3,O,6429,.,.,.,1
SA,5,f,38,1,O,30,6,1972,3,O,6525,.,.,.,1
SA,5,f,39,1,O,30,6,1972,3,O,6513,.,.,.,1
SA,5,f,40,1,O,30,6,1972,3,O,6536,.,.,.,1
SA,5,f,41,1,O,30,6,1972,3,O,7361,.,.,.,1
SA,5,f,42,1,O,30,6,1972,3,O,6752,.,.,.,1
SA,5,f,43,1,O,30,6,1972,3,O,7226,.,.,.,1
SA,5,f,44,1,O,30,6,1972,3,O,7293,.,.,.,1
SA,5,f,45,1,O,30,6,1972,3,O,7298,.,.,.,1
SA,5,f,46,1,O,30,6,1972,3,O,7612,.,.,.,1
SA,5,f,47,1,O,30,6,1972,3,O,7582,.,.,.,1
SA,5,f,48,1,O,30,6,1972,3,O,7272,.,.,.,1
SA,5,f,49,1,O,30,6,1972,3,O,7381,.,.,.,1
SA,5,f,50,1,O,30,6,1972,3,O,7357,.,.,.,1
SA,5,f,51,1,O,30,6,1972,3,O,7446,.,.,.,1
SA,5,f,52,1,O,30,6,1972,3,O,6518,.,.,.,1
SA,5,f,53,1,O,30,6,1972,3,O,5979,.,.,.,1
SA,5,f,54,1,O,30,6,1972,3,O,6047,.,.,.,1
SA,5,f,55,1,O,30,6,1972,3,O,5915,.,.,.,1
SA,5,f,56,1,O,30,6,1972,3,O,5783,.,.,.,1
SA,5,f,57,1,O,30,6,1972,3,O,6020,.,.,.,1
SA,5,f,58,1,O,30,6,1972,3,O,6005,.,.,.,1
SA,5,f,59,1,O,30,6,1972,3,O,5825,.,.,.,1
SA,5,f,60,1,O,30,6,1972,3,O,5547,.,.,.,1
SA,5,f,61,1,O,30,6,1972,3,O,5636,.,.,.,1
SA,5,f,62,1,O,30,6,1972,3,O,4951,.,.,.,1
SA,5,f,63,1,O,30,6,1972,3,O,4992,.,.,.,1
SA,5,f,64,1,O,30,6,1972,3,O,4747,.,.,.,1
SA,5,f,65,1,O,30,6,1972,3,O,4339,.,.,.,1
SA,5,f,66,1,O,30,6,1972,3,O,4304,.,.,.,1
SA,5,f,67,1,O,30,6,1972,3,O,4002,.,.,.,1
SA,5,f,68,1,O,30,6,1972,3,O,3692,.,.,.,1
SA,5,f,69,1,O,30,6,1972,3,O,3464,.,.,.,1
SA,5,f,70,1,O,30,6,1972,3,O,3389,.,.,.,1
SA,5,f,71,1,O,30,6,1972,3,O,3507,.,.,.,1
SA,5,f,72,1,O,30,6,1972,3,O,3363,.,.,.,1
SA,5,f,73,1,O,30,6,1972,3,O,2972,.,.,.,1
SA,5,f,74,1,O,30,6,1972,3,O,2810,.,.,.,1
SA,5,f,75,1,O,30,6,1972,3,O,2755,.,.,.,1
SA,5,f,76,1,O,30,6,1972,3,O,2767,.,.,.,1
SA,5,f,77,1,O,30,6,1972,3,O,2516,.,.,.,1
SA,5,f,78,1,O,30,6,1972,3,O,2322,.,.,.,1
SA,5,f,79,1,O,30,6,1972,3,O,2168,.,.,.,1
SA,5,f,80,1,O,30,6,1972,3,O,2053,.,.,.,1
SA,5,f,81,1,O,30,6,1972,3,O,1903,.,.,.,1
SA,5,f,82,1,O,30,6,1972,3,O,1520,.,.,.,1
SA,5,f,83,1,O,30,6,1972,3,O,1386,.,.,.,1
SA,5,f,84,1,O,30,6,1972,3,O,1190,.,.,.,1
SA,5,f,85,1,O,30,6,1972,3,O,1044,.,.,.,1
SA,5,f,86,1,O,30,6,1972,3,O,912,.,.,.,1
SA,5,f,87,1,O,30,6,1972,3,O,735,.,.,.,1
SA,5,f,88,1,O,30,6,1972,3,O,598,.,.,.,1
SA,5,f,89,1,O,30,6,1972,3,O,415,.,.,.,1
SA,5,f,90,1,O,30,6,1972,3,O,376,.,.,.,1
SA,5,f,91,1,O,30,6,1972,3,O,261,.,.,.,1
SA,5,f,92,1,O,30,6,1972,3,O,204,.,.,.,1
SA,5,f,93,1,O,30,6,1972,3,O,150,.,.,.,1
SA,5,f,94,1,O,30,6,1972,3,O,95,.,.,.,1
SA,5,f,95,1,O,30,6,1972,3,O,69,.,.,.,1
SA,5,f,96,1,O,30,6,1972,3,O,58,.,.,.,1
SA,5,f,97,1,O,30,6,1972,3,O,27,.,.,.,1
SA,5,f,98,1,O,30,6,1972,3,O,20,.,.,.,1
SA,5,f,99,1,O,30,6,1972,3,O,16,.,.,.,1
SA,5,f,100,+,O,30,6,1972,3,O,15,.,.,.,1
