ACT, Deaths (period 5x10), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1971-1979        0               221.09          326.00          547.09
1971-1979      1-4                59.03           64.00          123.03
1971-1979      5-9                32.04           46.00           78.04
1971-1979     10-14               38.02           62.00          100.02
1971-1979     15-19               60.04          128.00          188.04
1971-1979     20-24               73.03          141.00          214.03
1971-1979     25-29               70.01           96.00          166.01
1971-1979     30-34               74.03          104.00          178.03
1971-1979     35-39               82.01          107.00          189.01
1971-1979     40-44               92.04          130.00          222.04
1971-1979     45-49               97.06          203.00          300.06
1971-1979     50-54              129.07          272.00          401.07
1971-1979     55-59              144.06          340.00          484.06
1971-1979     60-64              196.08          372.00          568.08
1971-1979     65-69              179.04          353.00          532.04
1971-1979     70-74              271.10          321.00          592.10
1971-1979     75-79              290.10          284.00          574.10
1971-1979     80-84              291.11          182.00          473.11
1971-1979     85-89              237.04          115.00          352.04
1971-1979     90-94              122.02           77.00          199.02
1971-1979     95-99               44.00           24.00           68.00
1971-1979    100-104              10.00            1.00           11.00
1971-1979    105-109               0.00            0.00            0.00
1971-1979    110+                  0.00            0.00            0.00
1980-1989        0               157.26          204.36          361.62
1980-1989      1-4                49.09           65.16          114.25
1980-1989      5-9                48.05           49.19           97.24
1980-1989     10-14               30.06           53.14           83.20
1980-1989     15-19               91.20          125.24          216.44
1980-1989     20-24               76.08          162.34          238.42
1980-1989     25-29               69.15          144.28          213.43
1980-1989     30-34               79.14          109.25          188.39
1980-1989     35-39              111.26          144.22          255.48
1980-1989     40-44              120.17          134.26          254.43
1980-1989     45-49              123.13          177.34          300.47
1980-1989     50-54              134.21          283.62          417.83
1980-1989     55-59              201.48          393.80          595.28
1980-1989     60-64              266.41          559.99          826.40
1980-1989     65-69              386.46          623.16         1009.62
1980-1989     70-74              485.74          626.11         1111.85
1980-1989     75-79              562.76          587.96         1150.72
1980-1989     80-84              537.69          379.54          917.23
1980-1989     85-89              462.73          222.32          685.05
1980-1989     90-94              236.24          106.26          342.50
1980-1989     95-99              117.20           56.13          173.33
1980-1989    100-104              20.01            3.00           23.01
1980-1989    105-109               0.00            0.00            0.00
1980-1989    110+                  0.00            0.00            0.00
1990-1999        0               115.00          141.00          256.00
1990-1999      1-4                43.00           55.00           98.00
1990-1999      5-9                29.00           48.00           77.00
1990-1999     10-14               16.00           47.00           63.00
1990-1999     15-19               60.00           99.00          159.00
1990-1999     20-24               84.00          118.00          202.00
1990-1999     25-29               83.00          143.00          226.00
1990-1999     30-34               77.00          133.00          210.00
1990-1999     35-39              108.00          160.00          268.00
1990-1999     40-44              110.00          171.00          281.00
1990-1999     45-49              188.00          233.00          421.00
1990-1999     50-54              170.00          267.00          437.00
1990-1999     55-59              219.00          374.00          593.00
1990-1999     60-64              293.00          486.00          779.00
1990-1999     65-69              454.00          690.00         1144.00
1990-1999     70-74              612.00          844.00         1456.00
1990-1999     75-79              732.00          853.00         1585.00
1990-1999     80-84              889.00          767.00         1656.00
1990-1999     85-89              813.00          486.00         1299.00
1990-1999     90-94              489.00          191.00          680.00
1990-1999     95-99              171.00           73.00          244.00
1990-1999    100-104              31.00           12.00           43.00
1990-1999    105-109               0.00            0.00            0.00
1990-1999    110+                  0.00            0.00            0.00
2000-2009        0                86.05          117.00          203.05
2000-2009      1-4                33.02           41.00           74.02
2000-2009      5-9                20.01           19.00           39.01
2000-2009     10-14               26.02           22.00           48.02
2000-2009     15-19               41.01           73.00          114.01
2000-2009     20-24               61.03          113.00          174.03
2000-2009     25-29               69.02          121.00          190.02
2000-2009     30-34               88.01          131.00          219.01
2000-2009     35-39               94.03          117.00          211.03
2000-2009     40-44              115.02          192.00          307.02
2000-2009     45-49              147.06          192.00          339.06
2000-2009     50-54              204.03          303.00          507.03
2000-2009     55-59              265.07          400.00          665.07
2000-2009     60-64              347.12          497.00          844.12
2000-2009     65-69              381.11          613.00          994.11
2000-2009     70-74              555.16          757.00         1312.16
2000-2009     75-79              838.21         1104.00         1942.21
2000-2009     80-84             1327.38         1224.00         2551.38
2000-2009     85-89             1391.31          953.00         2344.31
2000-2009     90-94              968.29          430.00         1398.29
2000-2009     95-99              403.11          134.00          537.11
2000-2009    100-104              49.00           12.01           61.01
2000-2009    105-109               0.00            0.00            0.00
2000-2009    110+                  0.00            0.00            0.00
2010-2016        0                47.00           69.01          116.01
2010-2016      1-4                25.00           17.01           42.01
2010-2016      5-9                14.00           13.00           27.00
2010-2016     10-14               18.00           10.00           28.00
2010-2016     15-19               34.00           49.00           83.00
2010-2016     20-24               22.00           75.00           97.00
2010-2016     25-29               42.00           88.00          130.00
2010-2016     30-34               41.00           75.02          116.02
2010-2016     35-39               63.00           98.01          161.01
2010-2016     40-44               85.00          107.02          192.02
2010-2016     45-49               91.00          127.02          218.02
2010-2016     50-54              161.00          216.03          377.03
2010-2016     55-59              205.00          336.06          541.06
2010-2016     60-64              263.00          400.06          663.06
2010-2016     65-69              338.00          504.08          842.08
2010-2016     70-74              405.00          588.12          993.12
2010-2016     75-79              536.00          803.12         1339.12
2010-2016     80-84              871.00          870.12         1741.12
2010-2016     85-89             1293.00         1058.17         2351.17
2010-2016     90-94             1107.00          626.09         1733.09
2010-2016     95-99              438.00          170.02          608.02
2010-2016    100-104              78.77           18.98           97.75
2010-2016    105-109               0.26            0.00            0.26
2010-2016    110+                  0.00            0.00            0.00
