NSW, Exposure to risk (period 5x5), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1971-1974        0            174376.70       183075.59       357452.29
1971-1974      1-4            695302.71       725932.45      1421235.15
1971-1974      5-9            820488.32       865512.19      1686000.51
1971-1974     10-14           864109.24       912203.79      1776313.03
1971-1974     15-19           808326.01       842348.06      1650674.06
1971-1974     20-24           798953.80       835209.77      1634163.57
1971-1974     25-29           753554.25       803527.16      1557081.41
1971-1974     30-34           616917.79       662047.65      1278965.44
1971-1974     35-39           554126.99       588079.74      1142206.73
1971-1974     40-44           553173.54       592410.41      1145583.95
1971-1974     45-49           577827.77       605743.29      1183571.05
1971-1974     50-54           539006.16       542658.51      1081664.67
1971-1974     55-59           474533.43       458909.67       933443.10
1971-1974     60-64           423541.77       389687.59       813229.36
1971-1974     65-69           334017.16       290256.31       624273.47
1971-1974     70-74           263872.41       194437.18       458309.59
1971-1974     75-79           191047.99       113411.67       304459.66
1971-1974     80-84           128047.83        66248.12       194295.94
1971-1974     85-89            57419.41        25568.12        82987.53
1971-1974     90-94            16942.42         6242.27        23184.68
1971-1974     95-99             2820.57          865.74         3686.31
1971-1974    100-104             203.46           51.14          254.60
1971-1974    105-109               2.76            0.00            2.76
1971-1974    110+                  0.00            0.00            0.00
1975-1979        0            191408.58       199585.34       390993.92
1975-1979      1-4            817535.95       853284.22      1670820.17
1975-1979      5-9           1081281.34      1130645.98      2211927.32
1975-1979     10-14          1033888.45      1091259.90      2125148.35
1975-1979     15-19          1082299.29      1132091.26      2214390.55
1975-1979     20-24          1028857.37      1052447.58      2081304.95
1975-1979     25-29          1021281.84      1043504.03      2064785.87
1975-1979     30-34           925748.73       970482.65      1896231.38
1975-1979     35-39           761303.90       802758.24      1564062.14
1975-1979     40-44           675061.12       712048.96      1387110.08
1975-1979     45-49           680451.14       723128.59      1403579.73
1975-1979     50-54           702475.74       720568.51      1423044.25
1975-1979     55-59           643061.04       624158.25      1267219.28
1975-1979     60-64           568231.59       519995.61      1088227.20
1975-1979     65-69           485063.27       414131.54       899194.81
1975-1979     70-74           365031.71       281111.60       646143.30
1975-1979     75-79           265378.67       164861.34       430240.01
1975-1979     80-84           168558.90        78778.85       247337.75
1975-1979     85-89            86655.85        34955.96       121611.82
1975-1979     90-94            27409.87         9133.28        36543.15
1975-1979     95-99             4914.91         1350.13         6265.04
1975-1979    100-104             390.84           98.87          489.70
1975-1979    105-109               5.21            0.08            5.29
1975-1979    110+                  0.00            0.00            0.00
1980-1984        0            198863.42       209623.04       408486.46
1980-1984      1-4            779127.28       817713.90      1596841.17
1980-1984      5-9           1027757.24      1073383.76      2101141.00
1980-1984     10-14          1100733.71      1149687.07      2250420.78
1980-1984     15-19          1055871.36      1110297.05      2166168.41
1980-1984     20-24          1122106.75      1162524.93      2284631.68
1980-1984     25-29          1075563.44      1097122.83      2172686.27
1980-1984     30-34          1053448.40      1079600.01      2133048.41
1980-1984     35-39           937832.72       977406.15      1915238.87
1980-1984     40-44           757756.36       797117.33      1554873.69
1980-1984     45-49           662813.89       699276.89      1362090.78
1980-1984     50-54           668871.16       697484.73      1366355.89
1980-1984     55-59           681638.82       681232.43      1362871.25
1980-1984     60-64           622316.92       571688.70      1194005.62
1980-1984     65-69           531991.06       457371.12       989362.18
1980-1984     70-74           436460.80       335685.00       772145.80
1980-1984     75-79           300533.34       198342.02       498875.35
1980-1984     80-84           188644.85        93994.81       282639.66
1980-1984     85-89            98344.12        35750.63       134094.75
1980-1984     90-94            36887.34        11036.55        47923.89
1980-1984     95-99             7550.71         1738.06         9288.76
1980-1984    100-104             735.00          130.15          865.14
1980-1984    105-109              19.20            0.33           19.52
1980-1984    110+                  0.00            0.00            0.00
1985-1989        0            206696.49       216823.16       423519.65
1985-1989      1-4            817601.11       857837.90      1675439.01
1985-1989      5-9           1001910.65      1053237.34      2055147.99
1985-1989     10-14          1048769.28      1098234.63      2147003.91
1985-1989     15-19          1118326.30      1172767.85      2291094.15
1985-1989     20-24          1099750.72      1141843.28      2241594.00
1985-1989     25-29          1172857.82      1197548.47      2370406.29
1985-1989     30-34          1118964.06      1126131.65      2245095.71
1985-1989     35-39          1075574.54      1098787.98      2174362.53
1985-1989     40-44           944071.38       989606.53      1933677.90
1985-1989     45-49           754079.78       796267.39      1550347.17
1985-1989     50-54           662331.58       691307.62      1353639.20
1985-1989     55-59           657926.55       673290.69      1331217.23
1985-1989     60-64           669625.44       643525.05      1313150.48
1985-1989     65-69           590039.44       516734.48      1106773.92
1985-1989     70-74           484778.61       382200.74       866979.35
1985-1989     75-79           367253.70       248074.48       615328.18
1985-1989     80-84           220774.82       118786.49       339561.31
1985-1989     85-89           113001.99        44118.76       157120.75
1985-1989     90-94            43145.85        11623.69        54769.54
1985-1989     95-99            10146.69         2169.62        12316.31
1985-1989    100-104            1224.60          196.40         1421.00
1985-1989    105-109              61.17            2.15           63.32
1985-1989    110+                  0.00            0.00            0.00
1990-1994        0            214575.13       226507.51       441082.65
1990-1994      1-4            847923.29       892228.74      1740152.03
1990-1994      5-9           1042736.70      1093665.36      2136402.06
1990-1994     10-14          1022762.70      1076994.82      2099757.52
1990-1994     15-19          1064627.58      1118972.67      2183600.25
1990-1994     20-24          1152696.11      1188220.22      2340916.33
1990-1994     25-29          1156429.85      1169069.91      2325499.76
1990-1994     30-34          1224509.57      1235336.26      2459845.83
1990-1994     35-39          1147206.35      1150369.04      2297575.39
1990-1994     40-44          1081329.37      1099913.15      2181242.53
1990-1994     45-49           937378.33       976694.22      1914072.55
1990-1994     50-54           746202.12       779500.85      1525702.96
1990-1994     55-59           653485.61       664546.43      1318032.05
1990-1994     60-64           647272.13       636767.33      1284039.46
1990-1994     65-69           634826.62       580172.37      1214999.00
1990-1994     70-74           539287.10       439006.55       978293.65
1990-1994     75-79           410869.77       288741.21       699610.98
1990-1994     80-84           268195.38       151417.25       419612.63
1990-1994     85-89           136976.11        58633.33       195609.43
1990-1994     90-94            50887.73        14948.64        65836.37
1990-1994     95-99            11809.42         2453.06        14262.48
1990-1994    100-104            1504.45          230.58         1735.03
1990-1994    105-109              88.55            3.61           92.16
1990-1994    110+                  0.00            0.00            0.00
1995-1999        0            210800.38       221938.35       432738.73
1995-1999      1-4            854496.64       898940.15      1753436.79
1995-1999      5-9           1078875.30      1134393.73      2213269.03
1995-1999     10-14          1063040.80      1114079.16      2177119.96
1995-1999     15-19          1033809.98      1085883.96      2119693.94
1995-1999     20-24          1093598.28      1123613.89      2217212.17
1995-1999     25-29          1205016.29      1196143.07      2401159.36
