NT, Deaths (period 5x10), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1971-1979        0               384.85          474.07          858.92
1971-1979      1-4               141.57          138.60          280.17
1971-1979      5-9                45.26           65.36          110.62
1971-1979     10-14               28.06           74.45          102.51
1971-1979     15-19               60.13          105.52          165.65
1971-1979     20-24               78.28          140.54          218.82
1971-1979     25-29               75.24          150.69          225.93
1971-1979     30-34               83.30          164.83          248.13
1971-1979     35-39              103.19          182.93          286.12
1971-1979     40-44              109.31          185.83          295.14
1971-1979     45-49              119.48          261.12          380.60
1971-1979     50-54              140.46          283.18          423.64
1971-1979     55-59              134.38          259.28          393.66
1971-1979     60-64              130.61          233.23          363.84
1971-1979     65-69              133.48          175.90          309.38
1971-1979     70-74              123.47          206.98          330.45
1971-1979     75-79              119.40          174.72          294.12
1971-1979     80-84              104.47           94.46          198.93
1971-1979     85-89               50.15           72.39          122.54
1971-1979     90-94               32.11           24.06           56.17
1971-1979     95-99               12.05            4.00           16.05
1971-1979    100-104               3.00            1.01            4.01
1971-1979    105-109               0.00            0.00            0.00
1971-1979    110+                  0.00            0.00            0.00
1980-1989        0               255.72          295.64          551.36
1980-1989      1-4                96.20           98.24          194.44
1980-1989      5-9                60.15           53.08          113.23
1980-1989     10-14               38.12           98.24          136.36
1980-1989     15-19               72.34          148.35          220.69
1980-1989     20-24              113.35          225.53          338.88
1980-1989     25-29               95.47          250.54          346.01
1980-1989     30-34              130.41          237.49          367.90
1980-1989     35-39              114.47          235.58          350.05
1980-1989     40-44              129.39          227.56          356.95
1980-1989     45-49              128.34          282.64          410.98
1980-1989     50-54              136.45          366.89          503.34
1980-1989     55-59              202.69          410.96          613.65
1980-1989     60-64              214.60          368.87          583.47
1980-1989     65-69              220.06          311.78          531.84
1980-1989     70-74              192.77          267.54          460.31
1980-1989     75-79              144.35          209.55          353.90
1980-1989     80-84              127.40          136.27          263.67
1980-1989     85-89              100.53           82.17          182.70
1980-1989     90-94               53.22           58.10          111.32
1980-1989     95-99               36.34            9.01           45.35
1980-1989    100-104               1.00            8.00            9.00
1980-1989    105-109               0.00            0.00            0.00
1980-1989    110+                  0.00            0.00            0.00
1990-1999        0               236.00          246.19          482.19
1990-1999      1-4                59.00           69.06          128.06
1990-1999      5-9                42.00           50.06           92.06
1990-1999     10-14               47.00           53.02          100.02
1990-1999     15-19               78.00          118.07          196.07
1990-1999     20-24               99.00          209.15          308.15
1990-1999     25-29               97.00          269.18          366.18
1990-1999     30-34              121.00          238.13          359.13
1990-1999     35-39              124.00          291.19          415.19
1990-1999     40-44              192.00          332.20          524.20
1990-1999     45-49              187.00          332.18          519.18
1990-1999     50-54              192.00          413.18          605.18
1990-1999     55-59              204.00          420.26          624.26
1990-1999     60-64              254.00          464.25          718.25
1990-1999     65-69              243.00          461.31          704.31
1990-1999     70-74              260.00          313.16          573.16
1990-1999     75-79              264.00          335.17          599.17
1990-1999     80-84              178.00          197.15          375.15
1990-1999     85-89              137.00          139.05          276.05
1990-1999     90-94               97.00           75.03          172.03
1990-1999     95-99               55.00           28.03           83.03
1990-1999    100-104              14.01           14.00           28.01
1990-1999    105-109               0.00            0.00            0.00
1990-1999    110+                  0.00            0.00            0.00
2000-2009        0               139.22          209.62          348.84
2000-2009      1-4                59.17           61.20          120.37
2000-2009      5-9                34.07           32.08           66.15
2000-2009     10-14               43.11           70.20          113.31
2000-2009     15-19               79.14          129.44          208.58
2000-2009     20-24               95.11          189.57          284.68
2000-2009     25-29              121.16          183.51          304.67
2000-2009     30-34              131.24          275.76          407.00
2000-2009     35-39              170.24          337.98          508.22
2000-2009     40-44              207.38          357.08          564.46
2000-2009     45-49              217.34          427.07          644.41
2000-2009     50-54              250.34          446.33          696.67
2000-2009     55-59              269.38          521.47          790.85
2000-2009     60-64              233.28          526.59          759.87
2000-2009     65-69              282.28          535.45          817.73
2000-2009     70-74              255.34          507.42          762.76
2000-2009     75-79              282.39          436.43          718.82
2000-2009     80-84              280.28          297.92          578.20
2000-2009     85-89              208.40          172.56          380.96
2000-2009     90-94              135.15          114.38          249.53
2000-2009     95-99               76.08           48.12          124.20
2000-2009    100-104              13.97           11.04           25.01
2000-2009    105-109               0.00            0.00            0.00
2000-2009    110+                  0.00            0.00            0.00
2010-2016        0                97.20          102.19          199.39
2010-2016      1-4                33.14           44.09           77.23
2010-2016      5-9                24.09           24.04           48.13
2010-2016     10-14               42.10           34.09           76.19
2010-2016     15-19               55.19           75.15          130.34
2010-2016     20-24               60.21          128.24          188.45
2010-2016     25-29               72.20          117.27          189.47
2010-2016     30-34               85.21          121.27          206.48
2010-2016     35-39              103.28          160.37          263.65
2010-2016     40-44              139.45          215.43          354.88
2010-2016     45-49              185.46          255.66          441.12
2010-2016     50-54              234.91          378.94          613.85
2010-2016     55-59              224.75          408.03          632.78
2010-2016     60-64              276.06          461.16          737.22
2010-2016     65-69              256.07          451.26          707.33
2010-2016     70-74              259.74          476.23          735.97
2010-2016     75-79              239.80          398.04          637.84
2010-2016     80-84              236.93          332.68          569.61
2010-2016     85-89              231.62          215.69          447.31
2010-2016     90-94              133.41           81.16          214.57
2010-2016     95-99               64.19           38.06          102.25
2010-2016    100-104              15.07            1.00           16.07
2010-2016    105-109               0.00            0.00            0.00
2010-2016    110+                  0.00            0.00            0.00
