PopCode,Area,Sex,Year,YearReg,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
ACT,1,f,2021,2021,2,O,2649,.,.,.,1
ACT,1,m,1911,1911,2,O,17,.,.,.,1
ACT,1,m,1912,1912,2,O,20,.,.,.,1
ACT,1,m,1913,1913,2,O,22,.,.,.,1
ACT,1,m,1914,1914,2,O,31,.,.,.,1
ACT,1,m,1915,1915,2,O,22,.,.,.,1
ACT,1,m,1916,1916,2,O,38,.,.,.,1
ACT,1,m,1917,1917,2,O,21,.,.,.,1
ACT,1,m,1918,1918,2,O,26,.,.,.,1
ACT,1,m,1919,1919,2,O,10,.,.,.,1
ACT,1,m,1920,1920,2,O,8,.,.,.,1
ACT,1,m,1921,1921,2,O,15,.,.,.,1
ACT,1,m,1922,1922,2,O,17,.,.,.,1
ACT,1,m,1923,1923,2,O,6,.,.,.,1
ACT,1,m,1924,1924,2,O,15,.,.,.,1
ACT,1,m,1925,1925,2,O,22,.,.,.,1
ACT,1,m,1926,1926,2,O,34,.,.,.,1
ACT,1,m,1927,1927,2,O,45,.,.,.,1
ACT,1,m,1928,1928,2,O,68,.,.,.,1
ACT,1,m,1929,1929,2,O,79,.,.,.,1
ACT,1,m,1930,1930,2,O,83,.,.,.,1
ACT,1,m,1931,1931,2,O,86,.,.,.,1
ACT,1,m,1932,1932,2,O,82,.,.,.,1
ACT,1,m,1933,1933,2,O,67,.,.,.,1
ACT,1,m,1934,1934,2,O,63,.,.,.,1
ACT,1,m,1935,1935,2,O,86,.,.,.,1
ACT,1,m,1936,1936,2,O,82,.,.,.,1
ACT,1,m,1937,1937,2,O,102,.,.,.,1
ACT,1,m,1938,1938,2,O,100,.,.,.,1
ACT,1,m,1939,1939,2,O,132,.,.,.,1
ACT,1,m,1940,1940,2,O,143,.,.,.,1
ACT,1,m,1941,1941,2,O,168,.,.,.,1
ACT,1,m,1942,1942,2,O,209,.,.,.,1
ACT,1,m,1943,1943,2,O,191,.,.,.,1
ACT,1,m,1944,1944,2,O,199,.,.,.,1
ACT,1,m,1945,1945,2,O,204,.,.,.,1
ACT,1,m,1946,1946,2,O,254,.,.,.,1
ACT,1,m,1947,1947,2,O,328,.,.,.,1
ACT,1,m,1948,1948,2,O,369,.,.,.,1
ACT,1,m,1949,1949,2,O,458,.,.,.,1
ACT,1,m,1950,1950,2,O,484,.,.,.,1
ACT,1,m,1951,1951,2,O,515,.,.,.,1
ACT,1,m,1952,1952,2,O,547,.,.,.,1
ACT,1,m,1953,1953,2,O,417,.,.,.,1
ACT,1,m,1954,1954,2,O,440,.,.,.,1
ACT,1,m,1955,1955,2,O,441,.,.,.,1
ACT,1,m,1956,1956,2,O,573,.,.,.,1
ACT,1,m,1957,1957,2,O,596,.,.,.,1
ACT,1,m,1958,1958,2,O,679,.,.,.,1
ACT,1,m,1959,1959,2,O,708,.,.,.,1
ACT,1,m,1960,1960,2,O,837,.,.,.,1
ACT,1,m,1961,1961,2,O,867,.,.,.,1
ACT,1,m,1962,1962,2,O,915,.,.,.,1
ACT,1,m,1963,1963,2,O,1011,.,.,.,1
ACT,1,m,1964,1964,2,O,1034,.,.,.,1
ACT,1,m,1965,1965,2,O,1115,.,.,.,1
ACT,1,m,1966,1966,2,O,1146,.,.,.,1
ACT,1,m,1967,1967,2,O,1287,.,.,.,1
ACT,1,m,1968,1968,2,O,1352,.,.,.,1
ACT,1,m,1969,1969,2,O,1609,.,.,.,1
ACT,1,m,1970,1970,2,O,1794,.,.,.,1
ACT,1,m,1971,1971,2,O,2068,.,.,.,1
ACT,1,m,1972,1972,2,O,2071,.,.,.,1
ACT,1,m,1973,1973,2,O,2060,.,.,.,1
ACT,1,m,1974,1974,2,O,2177,.,.,.,1
ACT,1,m,1975,1975,2,O,2147,.,.,.,1
ACT,1,m,1976,1976,2,O,2242,.,.,.,1
ACT,1,m,1977,1977,2,O,2258,.,.,.,1
ACT,1,m,1978,1978,2,O,2166,.,.,.,1
ACT,1,m,1979,1979,2,O,2171,.,.,.,1
ACT,1,m,1980,1980,2,O,2144,.,.,.,1
ACT,1,m,1981,1981,2,O,2082,.,.,.,1
ACT,1,m,1982,1982,2,O,2110,.,.,.,1
ACT,1,m,1983,1983,2,O,2095,.,.,.,1
ACT,1,m,1984,1984,2,O,2048,.,.,.,1
ACT,1,m,1985,1985,2,O,2144,.,.,.,1
ACT,1,m,1986,1986,2,O,2115,.,.,.,1
ACT,1,m,1987,1987,2,O,2090,.,.,.,1
ACT,1,m,1988,1988,2,O,2193,.,.,.,1
ACT,1,m,1989,1989,2,O,2112,.,.,.,1
ACT,1,m,1990,1990,2,O,2333,.,.,.,1
ACT,1,m,1991,1991,2,O,2436,.,.,.,1
ACT,1,m,1992,1992,2,O,2256,.,.,.,1
ACT,1,m,1993,1993,2,O,2235,.,.,.,1
ACT,1,m,1994,1994,2,O,2232,.,.,.,1
ACT,1,m,1995,1995,2,O,2291,.,.,.,1
ACT,1,m,1996,1996,2,O,2241,.,.,.,1
ACT,1,m,1997,1997,2,O,2132,.,.,.,1
ACT,1,m,1998,1998,2,O,2006,.,.,.,1
ACT,1,m,1999,1999,2,O,2129,.,.,.,1
ACT,1,m,2000,2000,2,O,2074,.,.,.,1
ACT,1,m,2001,2001,2,O,1995,.,.,.,1
ACT,1,m,2002,2002,2,O,2082,.,.,.,1
ACT,1,m,2003,2003,2,O,2128,.,.,.,1
ACT,1,m,2004,2004,2,O,2156,.,.,.,1
ACT,1,m,2005,2005,2,O,2128,.,.,.,1
ACT,1,m,2006,2006,2,O,2303,.,.,.,1
ACT,1,m,2007,2007,2,O,2429,.,.,.,1
ACT,1,m,2008,2008,2,O,2471,.,.,.,1
ACT,1,m,2009,2009,2,O,2574,.,.,.,1
ACT,1,m,2010,2010,2,O,2662,.,.,.,1
ACT,1,m,2011,2011,2,O,2708,.,.,.,1
ACT,1,m,2012,2012,2,O,2803,.,.,.,1
ACT,1,m,2013,2013,2,O,2831,.,.,.,1
ACT,1,m,2014,2014,2,O,2883,.,.,.,1
ACT,1,m,2015,2015,2,O,2910,.,.,.,1
ACT,1,m,2016,2016,2,O,2647,.,.,.,1
ACT,1,m,2017,2017,2,O,3208,.,.,.,1
ACT,1,m,2018,2018,2,O,2732,.,.,.,1
ACT,1,m,2019,2019,2,O,2866,.,.,.,1
ACT,1,m,2020,2020,2,O,2752,.,.,.,1
ACT,1,m,2021,2021,2,O,2894,.,.,.,1
